pregunta,respuesta
aeolic,"aeolian, 1; as, the aeolic dialect; the aeolic mode."
aeolipile,alt. of aeolipyle
aeolipyle,"an apparatus consisting chiefly of a closed vessel (as a globe or cylinder) with one or more projecting bent tubes, through which steam is made to pass from the vessel, causing it to revolve."
aeolotropic,exhibiting differences of quality or property in different directions; not isotropic.
aeolotropy,difference of quality or property in different directions.
aeolus,the god of the winds.
aeon,"a period of immeasurable duration; also, an emanation of the deity. see eon.-an immeasurable or infinite space of time; eternity; a long space of time; an age.-one of the embodiments of the divine attributes of the eternal being."
aeonian,eternal; everlasting.
aepyornis,a gigantic bird found fossil in madagascar.
aerate,"to combine or charge with gas; usually with carbonic acid gas, formerly called fixed air.-to supply or impregnate with common air; as, to aerate soil; to aerate water.-to expose to the chemical action of air; to oxygenate (the blood) by respiration; to arterialize."
aerated,of aerate
aerating,of aerate
aeration,"exposure to the free action of the air; airing; as, aeration of soil, of spawn, etc.-a change produced in the blood by exposure to the air in respiration; oxygenation of the blood in respiration; arterialization.-the act or preparation of charging with carbonic acid gas or with oxygen."
aerator,that which supplies with air; esp. an apparatus used for charging mineral waters with gas and in making soda water.
aerial,"of or pertaining to the air, or atmosphere; inhabiting or frequenting the air; produced by or found in the air; performed in the air; as, aerial regions or currents.-consisting of air; resembling, or partaking of the nature of air. hence: unsubstantial; unreal.-rising aloft in air; high; lofty; as, aerial spires.-growing, forming, or existing in the air, as opposed to growing or existing in earth or water, or underground; as, aerial rootlets, aerial plants.-light as air; ethereal."
aeriality,the state of being aerial; unsubstantiality.
aerially,"like, or from, the air; in an aerial manner."
aerie,"the nest of a bird of prey, as of an eagle or hawk; also a brood of such birds; eyrie. shak. also fig.: a human residence or resting place perched like an eagle's nest."
aeriferous,"conveying or containing air; air-bearing; as, the windpipe is an aeriferous tube."
aerification,"the act of combining air with another substance, or the state of being filled with air.-the act of becoming aerified, or of changing from a solid or liquid form into an aeriform state; the state of being aeriform."
aeriform,"having the form or nature of air, or of an elastic fluid; gaseous. hence fig.: unreal."
aerify,to infuse air into; to combine air with.-to change into an aeriform state.
aero-,the combining form of the greek word meaning air.
aerobies,microorganisms which live in contact with the air and need oxygen for their growth; as the microbacteria which form on the surface of putrefactive fluids.
aerobiotic,"related to, or of the nature of, aerobies; as, aerobiotic plants, which live only when supplied with free oxygen."
aerocyst,one of the air cells of algals.
aerodynamic,pertaining to the force of air in motion.
aerodynamics,"the science which treats of the air and other gaseous bodies under the action of force, and of their mechanical effects."
aerognosy,"the science which treats of the properties of the air, and of the part it plays in nature."
aerographer,one versed in aeography: an aerologist.
aerographic,alt. of aerographical
aerographical,pertaining to aerography; aerological.
aerography,a description of the air or atmosphere; aerology.
aerohydrodynamic,"acting by the force of air and water; as, an aerohydrodynamic wheel."
aerolite,"a stone, or metallic mass, which has fallen to the earth from distant space; a meteorite; a meteoric stone."
aerolith,same as a/rolite.
aerolithology,the science of aerolites.
aerolitic,"of or pertaining to aerolites; meteoric; as, aerolitic iron."
aerologic,alt. of aerological
aerological,of or pertaining to aerology.
aerologist,one versed in aerology.
aerology,that department of physics which treats of the atmosphere.
aeromancy,"divination from the state of the air or from atmospheric substances; also, forecasting changes in the weather."
aerometer,an instrument for ascertaining the weight or density of air and gases.
aerometric,"of or pertaining to aerometry; as, aerometric investigations."
aerometry,"the science of measuring the air, including the doctrine of its pressure, elasticity, rarefaction, and condensation; pneumatics."
aeronaut,an aerial navigator; a balloonist.
aeronautic,alt. of aeronautical
aeronautical,"pertaining to aeronautics, or aerial sailing."
aeronautics,"the science or art of ascending and sailing in the air, as by means of a balloon; aerial navigation; ballooning."
aerophobia,alt. of aerophoby
aerophoby,dread of a current of air.
aerophyte,"a plant growing entirely in the air, and receiving its nourishment from it; an air plant or epiphyte."
aeroplane,"a flying machine, or a small plane for experiments on flying, which floats in the air only when propelled through it."
aeroscope,"an apparatus designed for collecting spores, germs, bacteria, etc., suspended in the air."
aeroscopy,the observation of the state and variations of the atmosphere.
aerose,"of the nature of, or like, copper; brassy."
aerosiderite,a mass of meteoric iron.
aerosphere,the atmosphere.
aerostat,a balloon.-a balloonist; an aeronaut.
aerostatic,alt. of aerostatical
aerostatical,"of or pertaining to aerostatics; pneumatic.-aeronautic; as, an aerostatic voyage."
aerostatics,"the science that treats of the equilibrium of elastic fluids, or that of bodies sustained in them. hence it includes aeronautics."
aerostation,aerial navigation; the art of raising and guiding balloons in the air.-the science of weighing air; aerostatics.
aeruginous,"of the nature or color of verdigris, or the rust of copper."
aerugo,"the rust of any metal, esp. of brass or copper; verdigris."
aery,an aerie.-aerial; ethereal; incorporeal; visionary.
aesculapian,pertaining to aesculapius or to the healing art; medical; medicinal.
aesculapius,"the god of medicine. hence, a physician."
aesculin,same as esculin.
aesopic,alt. of esopic
aesthesia,perception by the senses; feeling; -- the opposite of anaesthesia.
aesthesiometer,alt. of esthesiometer
aesthesis,sensuous perception.
aesthesodic,conveying sensory or afferent impulses; -- said of nerves.
aesthete,one who makes much or overmuch of aesthetics.
aesthetic,alt. of aesthetical
aesthetical,"of or pertaining to aesthetics; versed in aesthetics; as, aesthetic studies, emotions, ideas, persons, etc."
aesthetican,one versed in aesthetics.
aestheticism,the doctrine of aesthetics; aesthetic principles; devotion to the beautiful in nature and art.
aesthetics,alt. of esthetics
aestho-physiology,the science of sensation in relation to nervous action.
aestival,"of or belonging to the summer; as, aestival diseases."
aestivate,to spend the summer.-to pass the summer in a state of torpor.
aestivation,"the state of torpidity induced by the heat and dryness of summer, as in certain snails; -- opposed to hibernation.-the arrangement of the petals in a flower bud, as to folding, overlapping, etc.; prefloration."
aestuary,see estuary.
aestuous,"glowing; agitated, as with heat."
aetheogamous,propagated in an unusual way; cryptogamous.
aether,see ether.
aethiops mineral,same as ethiops mineral.
aethogen,"a compound of nitrogen and boro/, which, when heated before the blowpipe, gives a brilliant phosphorescent; boric nitride."
aethrioscope,"an instrument consisting in part of a differential thermometer. it is used for measuring changes of temperature produced by different conditions of the sky, as when clear or clouded."
aetiological,pertaining to aetiology; assigning a cause.
aetiology,"the science, doctrine, or demonstration of causes; esp., the investigation of the causes of any disease; the science of the origin and development of things.-the assignment of a cause."
aetites,see eaglestone.
afar,"at, to, or from a great distance; far away; -- often used with from preceding, or off following; as, he was seen from afar; i saw him afar off."
afeard,afraid.
afer,the southwest wind.
affability,the quality of being affable; readiness to converse; courteousness in receiving others and in conversation; complaisant behavior.
affable,easy to be spoken to or addressed; receiving others kindly and conversing with them in a free and friendly manner; courteous; sociable.-gracious; mild; benign.
affableness,affability.
affably,in an affable manner; courteously.
affabrous,executed in a workmanlike manner; ingeniously made.
affair,"that which is done or is to be done; matter; concern; as, a difficult affair to manage; business of any kind, commercial, professional, or public; -- often in the plural. ""at the head of affairs."" junius.-any proceeding or action which it is wished to refer to or characterize vaguely; as, an affair of honor, i. e., a duel; an affair of love, i. e., an intrigue.-an action or engagement not of sufficient magnitude to be called a battle.-action; endeavor.-a material object (vaguely designated)."
affamish,"to afflict with, or perish from, hunger."
affamishment,starvation.
affatuate,to infatuate.
affear,to frighten.
affect,"to act upon; to produce an effect or change upon.-to influence or move, as the feelings or passions; to touch.-to love; to regard with affection.-to show a fondness for; to like to use or practice; to choose; hence, to frequent habitually.-to dispose or incline.-to aim at; to aspire; to covet.-to tend to by affinity or disposition.-to make a show of; to put on a pretense of; to feign; to assume; as, to affect ignorance.-to assign; to appoint.-affection; inclination; passion; feeling; disposition."
affectation,an attempt to assume or exhibit what is not natural or real; false display; artificial show.-a striving after.-fondness; affection.
affectationist,one who exhibits affectation.
affected,"of affect-regarded with affection; beloved.-inclined; disposed; attached.-given to false show; assuming or pretending to possess what is not natural or real.-assumed artificially; not natural.-made up of terms involving different powers of the unknown quantity; adfected; as, an affected equation."
affectedly,in an affected manner; hypocritically; with more show than reality.-lovingly; with tender care.
affectedness,affectation.
affecter,"one who affects, assumes, pretends, or strives after."
affectibility,the quality or state of being affectible.
affectible,that may be affected.
affecting,"of affect-moving the emotions; fitted to excite the emotions; pathetic; touching; as, an affecting address; an affecting sight.-affected; given to false show."
affectingly,in an affecting manner; is a manner to excite emotions.
affection,"the act of affecting or acting upon; the state of being affected.-an attribute; a quality or property; a condition; a bodily state; as, figure, weight, etc. , are affections of bodies.-bent of mind; a feeling or natural impulse or natural impulse acting upon and swaying the mind; any emotion; as, the benevolent affections, esteem, gratitude, etc.; the malevolent affections, hatred, envy, etc.; inclination; disposition; propensity; tendency.-a settled good will; kind feeling; love; zealous or tender attachment; -- often in the pl.  formerly followed by to, but now more generally by for or towards; as, filial, social, or conjugal affections; to have an affection for or towards children.-prejudice; bias.-disease; morbid symptom; malady; as, a pulmonary affection.-the lively representation of any emotion.-affectation.-passion; violent emotion."
affectional,"of or pertaining to the affections; as, affectional impulses; an affectional nature."
affectionate,"having affection or warm regard; loving; fond; as, an affectionate brother.-kindly inclined; zealous.-proceeding from affection; indicating love; tender; as, the affectionate care of a parent; affectionate countenance, message, language.-strongly inclined; -- with to."
affectionated,disposed; inclined.
affectionately,with affection; lovingly; fondly; tenderly; kindly.
affectionateness,the quality of being affectionate; fondness; affection.
affectioned,disposed.-affected; conceited.
affective,tending to affect; affecting.-pertaining to or exciting emotion; affectional; emotional.
affectively,in an affective manner; impressively; emotionally.
affectuous,full of passion or emotion; earnest.
affeer,"to confirm; to assure.-to assess or reduce, as an arbitrary penalty or amercement, to a certain and reasonable sum."
affeerer,alt. of affeeror
affeerment,the act of affeering.
affeeror,one who affeers.
afferent,"bearing or conducting inwards to a part or organ; -- opposed to efferent; as, afferent vessels; afferent nerves, which convey sensations from the external organs to the brain."
affettuoso,with feeling.
affiance,"plighted faith; marriage contract or promise.-trust; reliance; faith; confidence.-to betroth; to pledge one's faith to for marriage, or solemnly promise (one's self or another) in marriage.-to assure by promise."
affianced,of affiance
affiancer,one who makes a contract of marriage between two persons.
affiancing,of affiance
affiant,one who makes an affidavit.
affidavit,"a sworn statement in writing; a declaration in writing, signed and made upon oath before an authorized magistrate."
affied,of affy
affile,to polish.
affiliable,"capable of being affiliated to or on, or connected with in origin."
affiliate,"to adopt; to receive into a family as a son; hence, to bring or receive into close connection; to ally.-to fix the paternity of; -- said of an illegitimate child; as, to affiliate the child to (or on or upon) one man rather than another.-to connect in the way of descent; to trace origin to.-to attach (to) or unite (with); to receive into a society as a member, and initiate into its mysteries, plans, etc.; -- followed by to or with.-to connect or associate one's self; -- followed by with; as, they affiliate with no party."
affiliated,of affiliate
affiliating,of affiliate
affiliation,"adoption; association or reception as a member in or of the same family or society.-the establishment or ascertaining of parentage; the assignment of a child, as a bastard, to its father; filiation.-connection in the way of descent."
affinal,related by marriage; from the same source.
affine,to refine.
affined,joined in affinity or by any tie.
affinitative,of the nature of affinity.
affinities,of affinity
affinitive,"closely connected, as by affinity."
affinity,"relationship by marriage (as between a husband and his wife's blood relations, or between a wife and her husband's blood relations); -- in contradistinction to consanguinity, or relationship by blood; -- followed by with, to, or between.-kinship generally; close agreement; relation; conformity; resemblance; connection; as, the affinity of sounds, of colors, or of languages.-companionship; acquaintance.-that attraction which takes place, at an insensible distance, between the heterogeneous particles of bodies, and unites them to form chemical compounds; chemism; chemical or elective affinity or attraction.-a relation between species or highe/ groups dependent on resemblance in the whole plan of structure, and indicating community of origin.-a superior spiritual relationship or attraction held to exist sometimes between persons, esp. persons of the opposite sex; also, the man or woman who exerts such psychical or spiritual attraction."
affirm,"to assert or confirm, as a judgment, decree, or order, brought before an appellate court for review.-to assert positively; to tell with confidence; to aver; to maintain as true; -- opposed to deny.-to declare, as a fact, solemnly, under judicial sanction. see affirmation, 4.-to declare or assert positively.-to make a solemn declaration, before an authorized magistrate or tribunal, under the penalties of perjury; to testify by affirmation."
affirmable,"capable of being affirmed, asserted, or declared; -- followed by of; as, an attribute affirmable of every just man."
affirmance,confirmation; ratification; confirmation of a voidable act.-a strong declaration; affirmation.
affirmant,"one who affirms or asserts.-one who affirms, instead of taking an oath."
affirmation,"confirmation of anything established; ratification; as, the affirmation of a law.-the act of affirming or asserting as true; assertion; -- opposed to negation or denial.-that which is asserted; an assertion; a positive statement; an averment; as, an affirmation, by the vender, of title to property sold, or of its quality.-a solemn declaration made under the penalties of perjury, by persons who conscientiously decline taking an oath, which declaration is in law equivalent to an oath."
affirmative,"confirmative; ratifying; as, an act affirmative of common law.-that affirms; asserting that the fact is so; declaratory of what exists; answering ""yes"" to a question; -- opposed to negative; as, an affirmative answer; an affirmative vote.-positive; dogmatic.-expressing the agreement of the two terms of a proposition.-positive; -- a term applied to quantities which are to be added, and opposed to negative, or such as are to be subtracted.-that which affirms as opposed to that which denies; an affirmative proposition; that side of question which affirms or maintains the proposition stated; -- opposed to negative; as, there were forty votes in the affirmative, and ten in the negative.-a word or phrase expressing affirmation or assent; as, yes, that is so, etc."
affirmatively,in an affirmative manner; on the affirmative side of a question; in the affirmative; -- opposed to negatively.
affirmatory,giving affirmation; assertive; affirmative.
affirmed,of affirm
affirmer,one who affirms.
affirming,of affirm
affix,"to subjoin, annex, or add at the close or end; to append to; to fix to any part of; as, to affix a syllable to a word; to affix a seal to an instrument; to affix one's name to a writing.-to fix or fasten in any way; to attach physically.-to attach, unite, or connect with; as, names affixed to ideas, or ideas affixed to things; to affix a stigma to a person; to affix ridicule or blame to any one.-to fix or fasten figuratively; -- with on or upon; as, eyes affixed upon the ground.-that which is affixed; an appendage; esp. one or more letters or syllables added at the end of a word; a suffix; a postfix."
affixed,of affix
affixes,of affix
affixing,of affix
affixion,affixture.
affixture,"the act of affixing, or the state of being affixed; attachment."
afflation,a blowing or breathing on; inspiration.
afflatus,a breath or blast of wind.-a divine impartation of knowledge; supernatural impulse; inspiration.
afflict,"to strike or cast down; to overthrow.-to inflict some great injury or hurt upon, causing continued pain or mental distress; to trouble grievously; to torment.-to make low or humble.-afflicted."
afflicted,of afflict
afflictedness,the state of being afflicted; affliction.
afflicter,one who afflicts.
afflicting,"of afflict-grievously painful; distressing; afflictive; as, an afflicting event. -- af*flict""ing*ly, adv."
affliction,"the cause of continued pain of body or mind, as sickness, losses, etc.; an instance of grievous distress; a pain or grief.-the state of being afflicted; a state of pain, distress, or grief."
afflictionless,free from affliction.
afflictive,giving pain; causing continued or repeated pain or grief; distressing.
afflictively,in an afflictive manner.
affluence,"a flowing to or towards; a concourse; an influx.-an abundant supply, as of thought, words, feelings, etc.; profusion; also, abundance of property; wealth."
affluency,affluence.
affluent,"flowing to; flowing abundantly.-abundant; copious; plenteous; hence, wealthy; abounding in goods or riches.-a stream or river flowing into a larger river or into a lake; a tributary stream."
affluently,abundantly; copiously.
affluentness,great plenty.
afflux,"a flowing towards; that which flows to; as, an afflux of blood to the head."
affluxion,the act of flowing towards; afflux.
affodill,asphodel.
afforce,to reenforce; to strengthen.
afforcement,a fortress; a fortification for defense.-a reenforcement; a strengthening.
afforciament,see afforcement.
afford,"to give forth; to supply, yield, or produce as the natural result, fruit, or issue; as, grapes afford wine; olives afford oil; the earth affords fruit; the sea affords an abundant supply of fish.-to give, grant, or confer, with a remoter reference to its being the natural result; to provide; to furnish; as, a good life affords consolation in old age.-to offer, provide, or supply, as in selling, granting, expending, with profit, or without loss or too great injury; as, a affords his goods cheaper than b; a man can afford a sum yearly in charity.-to incur, stand, or bear without serious detriment, as an act which might under other circumstances be injurious; -- with an auxiliary, as can, could, might, etc.; to be able or rich enough."
affordable,that may be afforded.
afforded,of afford
affording,of afford
affordment,anything given as a help; bestowal.
afforest,"to convert into a forest; as, to afforest a tract of country."
afforestation,the act of converting into forest or woodland.
afformative,an affix.
affranchise,to make free; to enfranchise.
affranchisement,the act of making free; enfranchisement.
affrap,"to strike, or strike down."
affray,"to startle from quiet; to alarm.-to frighten; to scare; to frighten away.-the act of suddenly disturbing any one; an assault or attack.-alarm; terror; fright.-a tumultuous assault or quarrel; a brawl; a fray.-the fighting of two or more persons, in a public place, to the terror of others."
affrayed,of affray
affrayer,one engaged in an affray.
affrayment,affray.
affreight,"to hire, as a ship, for the transportation of goods or freight."
affreighter,one who hires or charters a ship to convey goods.
affreightment,"the act of hiring, or the contract for the use of, a vessel, or some part of it, to convey cargo."
affret,a furious onset or attack.
affriction,the act of rubbing against.
affriended,made friends; reconciled.
affright,"to impress with sudden fear; to frighten; to alarm.-affrighted.-sudden and great fear; terror. it expresses a stronger impression than fear, or apprehension, perhaps less than terror.-the act of frightening; also, a cause of terror; an object of dread."
affrighted,of affright
affrightedly,with fright.
affrighten,to frighten.
affrighter,one who frightens.
affrightful,terrifying; frightful.
affrighting,of affright
affrightment,affright; the state of being frightened; sudden fear or alarm.
affront,"to front; to face in position; to meet or encounter face to face.-to face in defiance; to confront; as, to affront death; hence, to meet in hostile encounter.-to offend by some manifestation of disrespect; to insult to the face by demeanor or language; to treat with marked incivility.-an encounter either friendly or hostile.-contemptuous or rude treatment which excites or justifies resentment; marked disrespect; a purposed indignity; insult.-an offense to one's self-respect; shame."
affronte,"face to face, or front to front; facing."
affronted,of affront
affrontedly,shamelessly.
affrontee,one who receives an affront.
affronter,"one who affronts, or insults to the face."
affronting,of affront
affrontingly,in an affronting manner.
affrontive,tending to affront or offend; offensive; abusive.
affrontiveness,the quality that gives an affront or offense.
affuse,to pour out or upon.
affused,of affuse
affusing,of affuse
affusion,"the act of pouring upon, or sprinkling with a liquid, as water upon a child in baptism.-the act of pouring water or other fluid on the whole or a part of the body, as a remedy in disease."
affy,"to confide (one's self to, or in); to trust.-to betroth or espouse; to affiance.-to bind in faith.-to trust or confide."
affying,of affy
afghan,of or pertaining to afghanistan.-a native of afghanistan.-a kind of worsted blanket or wrap.
afield,"to, in, or on the field.-out of the way; astray."
afire,on fire.
aflame,inflames; glowing with light or passion; ablaze.
aflat,level with the ground; flat.
aflaunt,in a flaunting state or position.
aflicker,in a flickering state.
afloat,"borne on the water; floating; on board ship.-moving; passing from place to place; in general circulation; as, a rumor is afloat.-unfixed; moving without guide or control; adrift; as, our affairs are all afloat."
aflow,flowing.
aflush,in a flushed or blushing state.-on a level.
aflutter,in a flutter; agitated.
afoam,"in a foaming state; as, the sea is all afoam."
afoot,on foot.-fig.: in motion; in action; astir; in progress.
afore,"before.-in the fore part of a vessel.-before (in all its senses).-before; in front of; farther forward than; as, afore the windlass."
aforecited,named or quoted before.
aforegoing,going before; foregoing.
aforehand,beforehand; in anticipation.-prepared; previously provided; -- opposed to behindhand.
aforementioned,previously mentioned; before-mentioned.
aforenamed,named before.
aforesaid,"said before, or in a preceding part; already described or identified."
aforethought,"premeditated; prepense; previously in mind; designed; as, malice aforethought, which is required to constitute murder.-premeditation."
aforetime,in time past; formerly.
afoul,in collision; entangled.
afraid,impressed with fear or apprehension; in fear; apprehensive.
afreet,"same as afrit.-a powerful evil jinnee, demon, or monstrous giant."
afresh,anew; again; once more; newly.
afric,african.-africa.
african,of or pertaining to africa.-a native of africa; also one ethnologically belonging to an african race.
africander,"one born in africa, the offspring of a white father and a ""colored"" mother. also, and now commonly in southern africa, a native born of european settlers."
africanism,"a word, phrase, idiom, or custom peculiar to africa or africans."
africanize,to place under the domination of africans or negroes.
afrit,alt. of afreet
afrite,alt. of afreet
afront,in front; face to face.-in front of.
aft,near or towards the stern of a vessel; astern; abaft.
after,"next; later in time; subsequent; succeeding; as, an after period of life.-hinder; nearer the rear.-to ward the stern of the ship; -- applied to any object in the rear part of a vessel; as the after cabin, after hatchway.-behind in place; as, men in line one after another.-below in rank; next to in order.-later in time; subsequent; as, after supper, after three days. it often precedes a clause. formerly that was interposed between it and the clause.-subsequent to and in consequence of; as, after what you have said, i shall be careful.-subsequent to and notwithstanding; as, after all our advice, you took that course.-moving toward from behind; following, in search of; in pursuit of.-denoting the aim or object; concerning; in relation to; as, to look after workmen; to inquire after a friend; to thirst after righteousness.-in imitation of; in conformity with; after the manner of; as, to make a thing after a model; a picture after rubens; the boy takes after his father.-according to; in accordance with; in conformity with the nature of; as, he acted after his kind.-according to the direction and influence of; in proportion to; befitting.-subsequently in time or place; behind; afterward; as, he follows after."
after damp,"an irrespirable gas, remaining after an explosion of fire damp in mines; choke damp. see carbonic acid."
after-dinner,"the time just after dinner.-following dinner; post-prandial; as, an after-dinner nap."
after-eatage,aftergrass.
after-glow,a glow of refulgence in the western sky after sunset.
after-image,"the impression of a vivid sensation retained by the retina of the eye after the cause has been removed; also extended to impressions left of tones, smells, etc."
after-mentioned,"mentioned afterwards; as, persons after-mentioned (in a writing)."
after-note,"one of the small notes occur on the unaccented parts of the measure, taking their time from the preceding note."
after-sails,"the sails on the mizzenmast, or on the stays between the mainmast and mizzenmast."
after-wit,wisdom or perception that comes after it can be of use.
after-witted,characterized by after-wit; slow-witted.
afterbirth,"the placenta and membranes with which the fetus is connected, and which come away after delivery."
aftercast,"a throw of dice after the game in ended; hence, anything done too late."
afterclap,an unexpected subsequent event; something disagreeable happening after an affair is supposed to be at an end.
aftercrop,a second crop or harvest in the same year.
aftereye,to look after.
aftergame,"a second game; hence, a subsequent scheme or expedient."
aftergrass,the grass that grows after the first crop has been mown; aftermath.
aftergrowth,"a second growth or crop, or (metaphorically) development."
afterguard,"the seaman or seamen stationed on the poop or after part of the ship, to attend the after-sails."
afterings,the last milk drawn in milking; strokings.
aftermath,a second moving; the grass which grows after the first crop of hay in the same season; rowen.
aftermost,hindmost; -- opposed to foremost.-nearest the stern; most aft.
afternoon,"the part of the day which follows noon, between noon and evening."
afterpains,"the pains which succeed childbirth, as in expelling the afterbirth."
afterpiece,"a piece performed after a play, usually a farce or other small entertainment.-the heel of a rudder."
aftershaft,the hypoptilum.
aftertaste,a taste which remains in the mouth after eating or drinking.
afterthought,reflection after an act; later or subsequent thought or expedient.
afterward,at a later or succeeding time.
afterwards,alt. of afterward
afterwise,"wise after the event; wise or knowing, when it is too late."
aftmost,nearest the stern.
aftward,toward the stern.
aga,alt. of agha
again,"in return, back; as, bring us word again.-another time; once more; anew.-once repeated; -- of quantity; as, as large again, half as much again.-in any other place.-on the other hand.-moreover; besides; further.-alt. of agains"
againbuy,to redeem.
agains,"against; also, towards (in order to meet)."
againsay,to gainsay.
against,"abreast; opposite to; facing; towards; as, against the mouth of a river; -- in this sense often preceded by over.-from an opposite direction so as to strike or come in contact with; in contact with; upon; as, hail beats against the roof.-in opposition to, whether the opposition is of sentiment or of action; on the other side; counter to; in contrariety to; hence, adverse to; as, against reason; against law; to run a race against time.-by of before the time that; in preparation for; so as to be ready for the time when."
againstand,to withstand.
againward,back again.
agal-agal,same as agar-agar.
agalactia,alt. of agalaxy
agalactous,lacking milk to suckle with.
agalaxy,failure of the due secretion of milk after childbirth.
agalloch,alt. of agallochum
agallochum,"a soft, resinous wood (aquilaria agallocha) of highly aromatic smell, burnt by the orientals as a perfume. it is called also agalwood and aloes wood. the name is also given to some other species."
agalmatolite,"a soft, compact stone, of a grayish, greenish, or yellowish color, carved into images by the chinese, and hence called figure stone, and pagodite. it is probably a variety of pinite."
agama,"a genus of lizards, one of the few which feed upon vegetable substances; also, one of these lizards."
agami,"a south american bird (psophia crepitans), allied to the cranes, and easily domesticated; -- called also the gold-breasted trumpeter. its body is about the size of the pheasant. see trumpeter."
agamic,"produced without sexual union; as, agamic or unfertilized eggs.-not having visible organs of reproduction, as flowerless plants; agamous."
agamically,in an agamic manner.
agamis,of agami
agamist,"an unmarried person; also, one opposed to marriage."
agamogenesis,reproduction without the union of parents of distinct sexes: asexual reproduction.
agamogenetic,reproducing or produced without sexual union.
agamous,having no visible sexual organs; asexual.-cryptogamous.
aganglionic,without ganglia.
agapae,of agape
agape,"gaping, as with wonder, expectation, or eager attention.-the love feast of the primitive christians, being a meal partaken of in connection with the communion."
agar-agar,a fucus or seaweed much used in the east for soups and jellies; ceylon moss (gracilaria lichenoides).
agaric,"a fungus of the genus agaricus, of many species, of which the common mushroom is an example.-an old name for several species of polyporus, corky fungi growing on decaying wood."
agasp,in a state of gasping.
agast,alt. of aghast-see aghast.
agastric,"having to stomach, or distinct digestive canal, as the tapeworm."
agate,"on the way; agoing; as, to be agate; to set the bells agate.-a semipellucid, uncrystallized variety of quartz, presenting various tints in the same specimen. its colors are delicately arranged in stripes or bands, or blended in clouds.-a kind of type, larger than pearl and smaller than nonpareil; in england called ruby.-a diminutive person; so called in allusion to the small figures cut in agate for rings and seals.-a tool used by gold-wire drawers, bookbinders, etc.; -- so called from the agate fixed in it for burnishing."
agatiferous,containing or producing agates.
agatine,"pertaining to, or like, agate."
agatize,to convert into agate; to make resemble agate.
agaty,"of the nature of agate, or containing agate."
agave,"a genus of plants (order amaryllidaceae) of which the chief species is the maguey or century plant (a. americana), wrongly called aloe. it is from ten to seventy years, according to climate, in attaining maturity, when it produces a gigantic flower stem, sometimes forty feet in height, and perishes. the fermented juice is the pulque of the mexicans; distilled, it yields mescal. a strong thread and a tough paper are made from the leaves, and the wood has many uses."
agazed,gazing with astonishment; amazed.
age,"the whole duration of a being, whether animal, vegetable, or other kind; lifetime.-that part of the duration of a being or a thing which is between its beginning and any given time; as, what is the present age of a man, or of the earth?-the latter part of life; an advanced period of life; seniority; state of being old.-one of the stages of life; as, the age of infancy, of youth, etc.-mature age; especially, the time of life at which one attains full personal rights and capacities; as, to come of age; he (or she) is of age.-the time of life at which some particular power or capacity is understood to become vested; as, the age of consent; the age of discretion.-a particular period of time in history, as distinguished from others; as, the golden age, the age of pericles.-a great period in the history of the earth.-a century; the period of one hundred years.-the people who live at a particular period; hence, a generation.-a long time.-to grow aged; to become old; to show marks of age; as, he grew fat as he aged.-to cause to grow old; to impart the characteristics of age to; as, grief ages us."
aged,"of age-old; having lived long; having lived almost to or beyond the usual time allotted to that species of being; as, an aged man; an aged oak.-belonging to old age.-having a certain age; at the age of; having lived; as, a man aged forty years."
agedly,in the manner of an aged person.
agedness,the quality of being aged; oldness.
ageless,"without old age limits of duration; as, fountains of ageless youth."
agen,see again.
agencies,of agency
agency,"the faculty of acting or of exerting power; the state of being in action; action; instrumentality.-the office of an agent, or factor; the relation between a principal and his agent; business of one intrusted with the concerns of another.-the place of business of am agent."
agend,see agendum.
agenda,of agendum
agendum,"something to be done; in the pl., a memorandum book.-a church service; a ritual or liturgy. [in this sense, usually agenda.]"
agenesic,characterized by sterility; infecund.
agenesis,"any imperfect development of the body, or any anomaly of organization."
agennesis,impotence; sterility.
agent,"acting; -- opposed to patient, or sustaining, action.-one who exerts power, or has the power to act; an actor.-one who acts for, or in the place of, another, by authority from him; one intrusted with the business of another; a substitute; a deputy; a factor.-an active power or cause; that which has the power to produce an effect; as, a physical, chemical, or medicinal agent; as, heat is a powerful agent."
agential,of or pertaining to an agent or an agency.
agentship,agency.
ageratum,"a genus of plants, one species of which (a. mexicanum) has lavender-blue flowers in dense clusters."
aggeneration,the act of producing in addition.
agger,an earthwork; a mound; a raised work.
aggerate,to heap up.
aggeration,"a heaping up; accumulation; as, aggerations of sand."
aggerose,in heaps; full of heaps.
aggest,to heap up.
agglomerate,"to wind or collect into a ball; hence, to gather into a mass or anything like a mass.-to collect in a mass.-alt. of agglomerated-a collection or mass.-a mass of angular volcanic fragments united by heat; -- distinguished from conglomerate."
agglomerated,"of agglomerate-collected into a ball, heap, or mass.-collected into a rounded head of flowers."
agglomerating,of agglomerate
agglomeration,the act or process of collecting in a mass; a heaping together.-state of being collected in a mass; a mass; cluster.
agglomerative,"having a tendency to gather together, or to make collections."
agglutinant,"uniting, as glue; causing, or tending to cause, adhesion.-any viscous substance which causes bodies or parts to adhere."
agglutinate,"to unite, or cause to adhere, as with glue or other viscous substance; to unite by causing an adhesion of substances.-united with glue or as with glue; cemented together.-consisting of root words combined but not materially altered as to form or meaning; as, agglutinate forms, languages, etc.  see agglutination, 2."
agglutinated,of agglutinate
agglutinating,of agglutinate
