pregunta, respuesta
" Bueno, todos me habéis dado una segunda oportunidad.", Antes de que supongo que sea mi turno
 Te perdono eres una gran hija amber, Realmente no me arrepiento
" ¿eh, bueno?", Tal vez uno qué
 Eres tan especial que lamento no haber tenido más hijos.," Sí, un hermano habría sido genial."
" Bueno, tal vez Jeff y Mia tendrán un niño algún día."," Puedes jugar con él, ¿no?"
" Erin, ¿puedes darme ese limón? Seguro.", ¿Para qué sirve el limón? Estoy haciendo una salsa para este salmón.
" Eso suena genial, a Claire le encantará."," Bueno, esperemos que ella te ame."
"¿Crees que lo hace? Espero que sí, se verían lindos juntos.", Erin el salmón está buenísimo tienes que darme la receta
" Claro Claire, yo y cómo cocinaste el", Las verduras son deliciosas
 Acabo de cocinarlos al vapor Claire y Aaron," Me alegro de que me hayas invitado a cenar, gracias, gracias por venir."
" Necesito hablar contigo sobre algo, ¿de acuerdo?", ¿Qué hay de este chico que me gusta mucho?
" Sí, nos estamos volviendo amigos cercanos.", nosotros somos quiero decir
 Estoy seguro de que creo que a este chico también le gusto., ¿A qué me refiero?
 Estoy seguro de que sí. ¿Crees que debería decirle cómo estoy?, siente que sí
 Realmente bien," Hablaré con Graham mañana. Gracias Erin, eres una gran amiga."
" Gracias, ¿quién es Graham?"," Todas estas universidades se ven bien, Aaron."
 Eso es porque estos catálogos los hacen lucir bien a todos., ¿Cómo puedo saber qué universidad es mejor para mí?
" Deberías hablar con más gente sobre esto, tendrán algunas buenas ideas para...", Tú lo haré
pero aún no sé si entraré en alguno de, Estoy seguro que estas escuelas te lo agradecerán.
" Jeff, ¿qué tal esta escuela, la Universidad Westside?", Me gusta Westside porque tienen un nuevo laboratorio de computación.
 ¿Son buenos los académicos en West Side? Están bien., También me gusta la Universidad del Sur de Florida.
 Está cerca de casa y," Ahí es donde Claire va a la escuela, sí."
 Todavía no puedo creer que le guste alguien más.," Lo siento Aaron, estaré bien."
" Entra, hola Claire, hola chicos."," ¿Qué están haciendo ustedes dos? No estamos haciendo nada, solo estamos hablando."
 ¿Estás buscando universidades?," No, este catálogo acaba de llegar por correo."
 Esta universidad tiene un campus hermoso pero me gusta más mi campus., ¿En serio por qué?
 Tenemos un nuevo centro de estudiantes ¿Qué hacéis en el centro de estudiantes?, Mi novio Graham y yo vamos allí casi todos los días después de clase.
" Nos reunimos con nuestros amigos y hablamos, tienes novio", Lo hago ahora gracias a Aaron.
" Hola Claire, ¿estás lista para irnos? Yo lo estoy. Vamos.","Adiós muchachos, a Bear realmente le gusta Graham, ¿eh?"
" Creo que sí, Erin. Necesitas escuchar a Brad Monroe."," Historia, ¿eh?"
 Brad fue el primer novio de Mia en la universidad.," Bueno, él y Mia estaban juntos en el gobierno estudiantil y a ella realmente le gustaba."
 ¿Por qué me cuentas esto? Porque no estuvieron juntos mucho tiempo., Brad se graduó y Mia me conoció.
 Así que no sabes qué va a pasar," Dale tiempo, mañana mia, hola cariño."
" ¿Qué te gustaría cenar esta noche? Lo que quieras, no estaré aquí.", ¿Dónde estarás? ¿Me olvidé de decírtelo?
 Las chicas se van a quedar a dormir en casa de Beccas. Estoy muy emocionada., uh fiesta de pijamas por qué
 Ya no tienes 13 años. Las fiestas de pijamas son divertidas a cualquier edad. Adiós cariño.," Te amo, hola Becca, invité a Jeff y Nick a nuestra"
 lugar esta noche vamos a jugar xbox lo siento pero necesito el apartamento esta noche," Voy a tener una fiesta de pijamas, ¿qué?"
" No me dijiste que te calmaras, Erin, puedes quedarte en casa de Jeff."," Mia estará en nuestra casa, ¿de acuerdo?"
"Entonces, ¿por qué estás haciendo una fiesta de pijamas? Se nos ocurrió la idea ayer.", Nosotras las chicas deberíamos juntarnos pronto
" Eso sería divertido. Oye, tal vez podríamos tener una fiesta de pijamas."," Me encantan las fiestas de pijamas. Sí, gran idea. ¿Por qué están sonriendo todas las chicas?"
 Queremos tener una fiesta de pijamas de chicas. ¿Te gustaría venir?, Seguro que eso suena divertido
" Realmente genial, vamos a tener una maravillosa"," Es hora, por eso estamos haciendo la fiesta de pijamas."
" Bueno, espero que se diviertan, chicas. Pasemos a algunas preguntas y respuestas.", ¿Cuál es tu comida favorita? ¿Qué comida te gusta? ¿Cuál es tu comida favorita?
 te amo puedes decir puedes decir te amo o me gusta ok me encantan las hamburguesas me encantan, hamburguesas te gustan las pizzas te gustan las pizzas
" Sí, por supuesto que sí, por supuesto que lo soy."," Soy un gran fanático de la pizza. Soy un cerdo, lo siento. Soy un gran fanático de las pizzas."
" Soy un gran fan de algo, eso significa que realmente amo esa cosa, ¿de acuerdo?"," Soy un gran fanático de las pizzas o no, no lo soy, no soporto trozos que no soporto."
"Quiero decir que lo odio, está bien, realmente no me gusta.", No soporto los pedazos
 estar de pie o estar de pie para el inglés americano y estar de pie para," Inglés británico no, no lo hago, no soporto piezas"
 ¿Qué te gustaría comer? Eso significa ¿qué quieres comer ahora?," ¿Te gustaría comer? Es una forma educada de decir uno, dos. ¿Está bien? ¿Qué te gustaría comer?"
 comer recordar d y mientras juntos pronunciamos igual que j igual que trabajo ok," Entonces, ¿qué te gustaría comer?"
 Me gustaría que pudieras decir me gustaría o puedes, Di que me gustaría en lugar de decir me gustaría
 Puedes hacer una pausa después de que me gusta. Me gusta. Me gustaría tener esto., Tengo bistec de res y ensalada.
 Me gustaría comer filete de res y ensalada ahora una vez más., ¿Cuál es tu comida favorita? Me encantan las hamburguesas.
" ¿Te gustan las piezas? Sí, por supuesto, soy un gran fanático de las piezas o"," No, no lo hago, no soporto los trozos. ¿Qué te gustaría comer? Me gusta."
 ahora recuerda tener lápiz labial y ensalada,"Por lo general, si decimos comida, nos referimos a cualquier tipo de comida en general, como hamburguesas o pizzas."
 algo así tenemos que quedarnos en forma azul eso significa hamburguesas o, pizzas esta bien o como que te gustaria comer filete de res y ensalada por lo general
 va en proporción así que cuando vas al restaurante y pides comida no, tengo que decir el azul de decir lápiz labial o ensalada o o pizza o
 algo así pero cuando dices comida en general tienes que decir, ¿En plural prefieres hamburguesas o trozos?
 Carne de res o de cerdo refrigerada, Prefiero eso significa que te gusta algo más ¿Prefieres carne de res o de cerdo? Eso significa
 Tú eh, ¿Te gusta más la carne de res o de cerdo? ¿Prefieres la pre?
 Prefieres carne de res o de cerdo ¿Prefieres carne de res o de cerdo?, prefiero prefiero y luego el tipo de fruta
 que a ti te gusta la carne yo prefiero la carne de res, ¿Cómo te gusta el cordero? ¿Cómo te gusta el cordero?
" Antes de cocinar la comida, te preguntarás: ¿cómo te gusta el cordero?",Eso quiere decir que es como ¿cómo quieres que te cocine el cordero? ¿Quieres?
 Cómanselo todo, hervido o al vapor o frito o a la parrilla o algo así
 ¿Cómo te gusta el cordero? ¿Cómo te gusta el cordero?," Me gusta Me gusta el cordero, quiero decir, el niño Me gusta a la parrilla Eso significa que quiero que tú también lo hagas"
 Asarlo a la parrilla para mí me gusta asarlo a la parrilla ¿te gusta comerlo salteado?," Me gusta comer perro salteado, si es así, sí, realmente me encanta."
 Es delicioso delicioso," No, no me gusta asado, eso significa que no me gusta."
" El pato salteado me gusta asado, está bien."," No, no, no, no, me gusta asado. ¿Qué quieres almorzar?"
 o que te apetece desayunar o cenar," Quiero que puedas decir que quiero, quiero tener pollo frito para"
 Pollo frito Quiero comer pollo frito una vez más ¿Prefieres carne de res o de cerdo?," Prefiero la carne de res, prefiero, prefiero la carne de res, ¿cómo te gusta?"
 mí me gusta el cordero asado. ¿Te gusta comer pato salteado?," Sí, realmente me encanta, es delicioso. No, no me gusta asado."
 ¿Qué quieres? ¿Qué quieres de ella? ¿Qué quieres? Lo siento., ¿Qué quieres almorzar? ¿Qué quieres almorzar? Quiero
 tengo pollo frito quiero tener pollo frito bueno eso es todo por hoy, texto
 muchas gracias hola no creo que nos hayamos conocido, Sam Ericks Victor Tang Un placer conocerte
" ¿Y de qué empresa es usted, señor Tank Ocean Wide? Yo soy el representante de ventas."," Para esta región, sí, conozco su empresa."
" Uh, su negocio se está expandiendo muy rápidamente en este momento. Sí, lo estamos haciendo."," Muy bien y para ti mismo ¿para quién trabajas? En realidad, yo trabajo para mí mismo, yo soy el"
 Director ejecutivo de una pequeña empresa de exportación y envasado que se especializa en productos del mar.," Es un mercado en crecimiento, sí, pero muy competitivo, señor Tang."
 Por favor llámame victor sam victor déjame presentarte a alguien,"Lynn, este es Victor Tang, él es el representante regional de Ocean Wide. Este es Lynn."
" Chan, mi gerente de ventas, ¿cómo está, señor Tang? Estoy muy bien, gracias. Es un placer."," Nos vemos señorita Chen, ¿puedo invitarla a otra bebida? Gracias."
" Bueno, fue un placer conocerte, Sam, y fue muy interesante escuchar acerca de ti."," Mira, estamos teniendo una pequeña cena para..."
 Algunos de nuestros clientes y amigos después de esto, ¿Por qué no te unes a nosotros? Es muy amable de tu parte. Lo comprobaré.
 con mi socio si tienen otros arreglos para nosotros bien su," El asociado es bienvenido a unirse a nosotros también, gracias, disculpe."
" Walter, este es Sam Ericks de Erics Imports."," Él muy amablemente nos ha invitado a una cena. Sí, ¿te gustaría unirte a nosotros?"
" Lamentablemente tengo otro compromiso, gracias por la invitación."," Bueno, quizás podrías unirte a nosotros después de eso para tomar una copa."
" suena genial, estaría feliz de saber dónde nos vemos", ¿Qué tal el bar salón aquí a las 10?
"Nos vemos entonces, discúlpame.", Lynn Victors se une a nosotros para una cena maravillosa
" Espero que no te importe, por supuesto que no, eres muy bienvenido."," Bueno, ¿deberíamos hacer un movimiento? ¿Te importaría si me despido de algunos?"
 gente no hay problema," Bueno, nos vemos afuera en unos minutos, ¿de acuerdo?"
 Otra copa señor no gracias," Disculpe, ¿hay alguien sentado aquí? No."
" Por favor toma asiento, eso es mejor, me duelen los pies."," ¿Has estado aquí mucho tiempo? No, pero acabo de llegar en avión esta mañana y..."
 No he tenido la oportunidad de sentarme desde entonces, De ninguna parte has venido
" Desde Manila, ¿es esta tu primera visita a Australia? No."," He estado una vez antes, pero fue hace mucho tiempo."
" ¿Has estado en Sydney antes? No, es una ciudad increíble."," Sí, tiene sus puntos, pero tienes suerte de vivir en Manila, es fascinante."
 ciudad ¿y tú?," ¿Vives en Sydney? No, yo vivo en Melbourne. Solo estoy aquí por..."
 La conferencia a la que voy a ir en Melbourne más tarde.,"¿Cómo está el clima allí? No es muy bueno en invierno, pero en este momento..."
 Debería estar bien entonces, ¿Cómo está su hotel? Es bueno y muy conveniente.
" Justo al lado del puerto, ¿ya has visto la ópera? Sí, nosotros..."," voló justo sobre él, disculpe, hay alguien con quien debo hablar"
" Ha sido muy agradable conocerte, soy walter, por cierto, tú también, soy sue."," Quizás nos veamos más tarde, así lo espero."
" ¿Todos tienen una copia de la agenda? ¿Le importaría tomar nota, John?"," No está nada bien, bueno, entonces comencemos."
" En primer lugar, gracias a todos por asistir."," Con poca antelación, ya que ya sabéis el objetivo de este"
 La reunión del comité de obras de capital es para discutir una propuesta de algunas obras urgentes.," Estamos realizando trabajos de construcción en nuestra planta del lado sur, ya que tenemos que tomar una decisión que"
 Puede implicar gastar mucho dinero y ejecutarlo como una reunión formal.," Ahora que has leído la propuesta, sin más preámbulos, me gustaría abrirla."
" Es un tema de discusión o quizás si podemos empezar contigo, bronceado.","¿Cuál es tu opinión? Bueno, no estoy convencido de que el trabajo sea..."
" Tan urgente como sugiere este informe, para resumir, creo que todos somos conscientes.", que es necesario realizar algunos trabajos urgentes y tendremos que trabajar en un
 plan a largo plazo para una remodelación importante, Si no hay más discusión lo pondremos a votación.
 Recomendamos que se llame a licitación para el trabajo urgente que se necesita., todos los que están a favor todos los que están en contra
" Entonces ya está acordado, ¿algún otro asunto?", entonces bueno cerramos la reunión gracias a todos la próxima reunión será
 estar en dos semanas a la misma hora bueno no estoy convencido de que el trabajo sea," Tan urgente como sugiere este informe, tal vez el edificio sea..."
 prácticamente cayendo al suelo lo siento lin no creo que tan haya terminado bien consigue," Para ti en un minuto, perdón por lo que estaba diciendo."
 Tal vez deberíamos obtener una segunda opinión antes de gastar dinero.," Gracias Tan, ¿cuál es tu opinión Walter?"
"Bueno, en lo que a mí respecta, es una cuestión de seguridad, así que creo que deberíamos..."," Adelante, ¿estás sugiriendo que alguien podría?"
 lastimarse en mi opinion si si me preguntas hay un riesgo serio de, Un accidente y no es un problema reciente.
 ¿Estás insinuando que deberíamos haber hecho algo antes?," Mucho antes, es una preocupación real aquí, en ese caso estoy de acuerdo."
" Deberíamos hacer algo ahora, yo también lo creo.", gracias walter bueno si no hay disculpa señora
 presidenta si barbara que pasa con el problema con el estacionamiento no habia, lugares de nuevo esta mañana tal vez si llegaste a trabajar a tiempo
 Todos los comentarios a través de la silla si no te molesta walter, El estacionamiento no está en la agenda de esta reunión.
" Tal vez podrías sugerirlo para nuestra próxima reunión, Barbara."," Bueno, si no hay más discusión, lo pondremos a votación aquí."
" Bien, ahora estamos viendo las opciones para"," El manejo de nuestros pedidos en línea se está disparando y, francamente, el liderazgo"
El tiempo de entrega se está agotando y necesitamos mejorar nuestro desempeño., Esta área alguna sugerencia
" Bueno, como dije, tenemos tres opciones, la obvia es emplear más personas.", Para realizar el trabajo otra alternativa es automatizar el
 Sistema que reduce aún más el manejo físico, Y la tercera opción podríamos externalizar
 ¿Cuáles son los pros y los contras de considerar aumentar el personal en comparación con..., automatización tenemos que considerar el costo la automatización tiene un mayor costo de capital
" En lugar de contratar más personal, por otro lado, se contrata a más personas."," Es más caro a largo plazo si seguimos creciendo, costará más en"
" A largo plazo, ¿qué posibilidades hay de que lo veamos?", El crecimiento continuo lo diría como una certeza.
" Yo diría que hay una alta probabilidad, nada seguro en los negocios."," ¿Y qué pasa con la tercera opción, la externalización?"
" Nos quita el problema de encima, pero perdemos el contacto con nuestros clientes."," ¿Y en definitiva, la subcontratación es la opción más barata?"
lo más fácil a corto plazo pero si queremos mantener la operación en, casa la mejor opción es automatizar nuestro sistema
 El único inconveniente es que corremos el riesgo de que nuestro negocio siga creciendo.," Lo cual esperamos que sin duda hagamos hoy, estamos viendo nuestro nuevo widget."
 La planta que se está construyendo en el lado sur le pedí a Barbara que me informara sobre el progreso y, ponnos al día y al día barbara gracias denise
" Simplemente describiré el proceso por el que hemos pasado, identificaré algunos problemas y daré...", ¿Tiene una estimación del tiempo de finalización y el resultado financiero? ¿Es una buena noticia?
 o malas noticias tengan paciencia conmigo," Ahora, si recuerdas, después de un estudio de viabilidad, pusimos el"
 Proyecto que se desarrolló hace entre 10 y 18 meses y seleccionó Easy Build como nuestro proyecto., El trabajo de gerente comenzó hace unos 15 meses y
 Se fue desarrollando según lo previsto hasta hace poco., ¿Cuál es el problema? Lamentablemente hay
" 3. En primer lugar, ha habido un retraso en los materiales.",específicamente acero debido a problemas industriales en los proveedores
 En segundo lugar hemos perdido días debido al clima., Y finalmente se produjo un aumento de costos.
" Entonces, ¿qué vamos a hacer? Bueno, han logrado conseguir otro."," Proveedor, ahora sugerí mover la fecha de finalización."
 De regreso por ese camino no hay penalización y acordaron reubicar a sus trabajadores.," Hasta que la construcción pueda comenzar de nuevo, pensar de manera inteligente"
 Hemos estado esperando que deje de llover pero no podemos controlar el clima., y el costo en esta etapa es solo un pequeño excedente pero
 Lo estaré observando muy de cerca durante los próximos meses., Sin más retrasos esperamos completar el proyecto.
" Solo un mes de retraso, buen trabajo, Barbara."," Ahora me gustaría referirme al primer gráfico, como pueden ver, es un gráfico de barras."
 Medición de las ventas netas durante los primeros 10 meses del año., Notarás que las ventas aumentaron constantemente en los primeros meses.
 Luego hubo un marcado aumento en abril.,"Alcanzaron un máximo en mayo, alrededor de 32 millones, y se estabilizaron."
 Luego hubo una caída dramática en el mes siguiente., seguido de un aumento significativo en agosto y esta tendencia ha continuado hasta el momento.
 Hasta el momento ¿cuál fue el motivo de la caída repentina?," En julio, esto se debió principalmente a una caída en el aire."
 Ventas de acondicionadores por lo que es un efecto estacional, ¿Podría ser una consecuencia del efecto negativo de la tasa de interés?
 posiblemente aumente," Ahora, si pudiera llamar su atención sobre el siguiente diagrama."
" Este es un gráfico lineal de ventas, la línea azul representa el aire acondicionado.", Ventas La línea roja muestra los calentadores.
" Como notarás, las ventas de aires acondicionados cayeron de manera constante de enero a julio.", mientras que las ventas de calentadores experimentaron un fuerte aumento.
 Aumentó de marzo a junio y luego disminuyó notablemente de junio a julio., Luego disminuyó hasta septiembre con una caída pronunciada en octubre.
 ¿Esto explica en gran medida la fluctuación de las ventas totales si miramos esto?,En el diagrama circular se puede ver que los aires acondicionados y
 Los calentadores juntos representan más de la mitad de nuestras ventas totales.," pero varían según la temporada, mientras que otros electrodomésticos son bastante estables a lo largo del tiempo."
 año bueno no podemos vender aires acondicionados cuando, hace frio cual es la solucion
 Exportar a Europa y América es más fácil de decir que de hacer, Hoy voy a ver los resultados de nuestra encuesta de clientes.
 Primero repasaré las preguntas de la encuesta., Luego resumiré los resultados y finalmente expondré las conclusiones.
 Después de eso habrá tiempo para preguntas y discusión., Comencemos con las preguntas de la encuesta y pasemos a los resultados.
" Como se puede ver en el diagrama, la mayoría de las personas decidieron qué comprar cuando", Vieron el producto en la sala de exposición y aproximadamente un tercio tomó su decisión.
" Basado en lo que dijo el vendedor, los demás sabían lo que querían comprar.", Ya la mayoría de ellos tomaron su decisión
 recomendación de un amigo solo unos pocos dijeron que confiaban en,Publicidad pasemos a las conclusiones
 La primera es que es muy importante que, Los vendedores en el piso conocen nuestros productos.
 Otra es que el servicio postventa es fundamental., Las personas que experimentan un buen servicio posventa tienen más probabilidades de recomendar un
 marca y por último," La publicidad es cara, por lo que debemos asegurarnos de que"
" Estamos obteniendo resultados, así que me gustaría terminar con un resumen de", Lo que he visto hoy y algunas recomendaciones
 Las cifras muestran que las ventas son fuertemente estacionales y que los clientes dependen de," Buena información sobre la sala de exposición, por lo que me gustaría recomendar que nos concentremos"
 sobre descuentos en temporadas bajas y dedicar más tiempo a informar sobre nuestras ventas," Representantes, eso es todo lo que tengo por ahora."
 ¿Hay alguna pregunta que hayas mencionado sobre las cifras de ventas?, También puede reflejar tendencias económicas. ¿Puede ampliar esa información?
 Bueno siempre vamos a depender de la economía.,"Según tengo entendido, podemos esperar una mejora este año."
 ¿Eso responde a tu pregunta? ¿Estás diciendo que nos espera un período de...," Crecimiento Bueno, me temo que eso está un poco fuera de mi alcance."
" Área de especialización, pero eso es lo que sugieren los artículos."," Si lo crees, sugeriste que podríamos estar gastando"
" Demasiada publicidad, ¿puedes aclararlo?", Es difícil cuantificarlo sin mejores datos.
" Disculpa, ¿podrías repetir eso?", No tenemos las cifras para saber realmente qué tan efectiva es nuestra publicidad.
 En mi experiencia no se puede prescindir de la publicidad.," Es hora de una última pregunta. Tengo una, sí, John."
" ¿Es hora de tomar un café? Bueno, terminemos ahora.", Gracias a todos por su aportación. Gracias.
" Wilson Wilson, ¿puedo ayudarte? Sí, soy Lynn Chan de Acme Appliances. Me gustaría."," Para hablar con el señor Wilson, si está disponible, ¿podría ser el señor Wilson padre o el señor Wilson?"
" Sr. Wilson Jr. Sr. Wilson Senior, veré si tiene disponibilidad.", linea por favor
"Soy Lynn Chan de Acme. Lo siento, el Sr. Wilson está en una reunión en"," ¿En qué momento puedo tomar un mensaje? Sí, ¿podría pedirle que me llame, por favor?"
 Mi número es dos tres doble uno cinco seis cinco cuatro lo siento," No entendí tu nombre, Lin Chan, Acme Appliances, déjame verificarlo."
 el numero dos tres doble uno cinco seis cinco cuatro eso es correcto," Le pasaré ese mensaje, gracias, gracias, adiós."
" Lynn Chan, electrodomésticos Acme, le habla. Soy Tom Wilson y le devuelvo la llamada."," Ah, sí, señor Wilson, gracias por devolver la llamada. Quería concertar una reunión con usted."
" Discuta sus requisitos para el próximo año. Sí, por supuesto. ¿Qué tal?", El jueves a las 2:30 estaría bien.
" Está bien, espero verte el jueves a las 2:30. Nos vemos entonces, adiós."," Adiós, hola, Lin Chan, gerente de ventas."
" Azúcar nacional y mi socio John Martin, muy contentos de conocerte."," Victor Tang y esta es mi asesora legal, Sue Panet. Espero que hayan tenido una agradable conversación."
vuelo terminado sí lo hicimos gracias ¿te quedarás unos días? desafortunadamente no podemos.," Necesito volver a Manila mañana. Bueno, será mejor que nos pongamos manos a la obra."
" Sr. Tang, para comenzar, solo quiero decir que creemos que podemos ofrecerle un excelente servicio."," Buen trato y llegar a un resultado beneficioso para todos, desde nuestro punto de vista,"
 Véalo como una herramienta exploratoria para probar el agua. Podría decir que no tenemos la intención de...," Para llegar a algún acuerdo en esta reunión, en cualquier caso, tendríamos que consultarlo."
" Nuestro tablero primero, aún no has escuchado nuestros términos, es posible que te resulten difíciles de entender."," Resiste, por supuesto, entendemos que necesitas tiempo para"
 Considero cualquier oferta. Mi primera prioridad es mantener abiertas las negociaciones.," ¿Cuál es su propuesta, Sra. Chen? Estamos preparados para ofrecerle una muy buena propuesta."
 Precio atractivo por una venta mínima a cambio de un contrato de dos años john, Aclararemos los términos para que nuestra oferta sea la que creemos que es.
" Una justa con ventajas para ambas partes, sí, estamos preparados para considerar su",Ofrécele a la señorita Chant si puede aceptar algunas condiciones.
 y sujeto a consideración de la junta," ¿Cuáles son las condiciones? Bueno, primero el precio que estás proponiendo."
 ¿Eso sería variable dependiendo de las fluctuaciones de la moneda?, El problema es que estamos en un entorno inestable en este momento.
 El tipo de cambio podría afectarnos negativamente, nosotros demasiado cierto
 Pero el problema es que estamos atados al dólar estadounidense y podríamos considerar cubrirnos., contra la moneda en ambas direcciones que sería aceptable
 Otro problema que podemos tener es el del abastecimiento., Nuestros clientes a menudo necesitan suministros con poca antelación si recibimos pedidos grandes que necesitamos
 Para garantizar la entrega necesitamos el stock, La dificultad allí es el desembolso de capital.
 ¿Qué te parecería una compensación parcial de nuestras ventas? ¿Te refieres a que solo vendemos?, Supongo que estarías de acuerdo con un aplazamiento.
" Pago: podemos brindar seguridad, por supuesto.","Creo que sería aceptable, pero desafortunadamente necesitaría conseguir una pensión."
 aprobación para ello por supuesto, Entonces creo que podríamos llegar a un acuerdo en principio.
 Es hora de celebrar que nuestro orador principal es un hombre que soy," Seguro que todos vosotros lo sabéis muy bien, es profesor de frutología en Dubbo."
 Universidad y ha escrito muchos libros sobre el tema de las frutas tropicales.," Así que, sin más preámbulos, me gustaría presentarles a nuestro orador principal, el Dr. Sam."
" Gracias Eric, Denise."," La honorable Judith Bryant, ministra de Comercio, profesor Eric Vogel, profesor"
 de economía en la universidad de wagga distinguidos invitados damas y," Señores, el tema de hoy es por qué los plátanos se doblan."
 Es muy importante tanto en términos de comercio internacional como de cultura.," Al pensar en el tema, sentí que sería apropiado abordar brevemente"
 La historia del banano y su cultivo. Las múltiples cualidades del banano.," tanto positivos como negativos y, por supuesto, examinar los usos de la"
plátano pero primero," Déjenme contarles una historia sobre un plátano, damas y caballeros, espero haber estado..."
 capaz de aclarar algunos conceptos erróneos y dejarle con algunas ideas nuevas sobre," Al observar su historia, hemos visto cómo podríamos ver los plátanos en el futuro."
 que los plátanos tienen un papel importante en muchas culturas, También he notado sus cualidades nutricionales positivas.
" Y al abordar la cuestión principal de por qué los plátanos se doblan, hemos aprendido que"," Las razones son muchas y complejas, señora presidenta, gracias por el"
" Oportunidad de dirigirme a la conferencia hoy y agradecerles, damas y caballeros.", Por su amable atención pues ha sido un gran placer
" Nos vemos Sam y Lynn Sí, también hemos disfrutado de conocerlos Víctor Sí, ha sido un placer."," Qué pena que tengas que volver a casa, bueno, todo lo bueno debe llegar a su fin."
" pero estoy segura que nos volveremos a encontrar sí, eso espero"," Y mucha suerte con tu negocio, estoy segura que te irá bien."
" te deseo mucho éxito, también creo que deberíamos brindar por ti.", El final de la conferencia y para nosotros mismos.
" Aquí están para nosotros, saludos."," Saludos, deberíamos mantenernos en contacto."
" Sí, te he dado mi tarjeta. No, muchas gracias. Aquí está la mía.", tienes una tarjeta lin si gracias
" Te enviaré un correo electrónico y si alguna vez estás en Singapur, debes buscarme."," Por supuesto que lo haré y tienes mi número cuando estés en Sydney la próxima vez, dame un mensaje."
 llama bien toma una copa ¿puedo tomar esto?," Bueno, será mejor que me vaya o perderé mi vuelo. Buen vuelo a casa."
 viaje adios hasta la proxima adios, Comparemos e y a juntos. Algunos de mis estudiantes encuentran que es bastante...
" Es complicado distinguir entre esta célula ahora y ahora, bien, estudiemos.", esto es f
 para hacer que el aire suene muy fácil uh como este tuyo, Tus labios están ligeramente abiertos así y al mismo tiempo colocas tus
" Mandíbula y lengua hacia abajo, ¿de acuerdo?", Algunas personas abren los labios hacia ambos lados de esta manera
"No, lo siento, no es correcto. Está bien, solo baja la mandíbula y la lengua.", Así que esto es
 mojado mojado, Esta sartén
 Pan esto, dejar que el plomo
 Algunos de mis alumnos pronuncian como mojado o eso, o que es esto
 abierto," Lo siento, no son correctos, está bien, pon tu mandíbula en tu lengua hacia abajo."
 muy rápido mojado, pluma mojada
 escribe esto, dejar dejar
 ahora uno e," uh, de alguna manera son iguales porque ellos"
" tienen el mismo aire vocálico, pero este es el diptongo de tanga profunda dos", vocales simples juntas por lo que vienen de e
 y luego termina en e ok empieza con e, y termina con e
" Está bien, ahora combínalos.", Automóvil club británico
" Bueno, de alguna manera lo mismo con aa muy suave, está bien.", Ahora otra vez este
 solo cajón y luego, Y este un poquito abierto
 y luego cerrar una, un entender asi
 a, a esto es
 peso peso, Este dolor
 Dolor esto es un," a y luego no es así, tenemos dolor"
 Dolor este,tarde tarde
 Ahora compáralos juntos mojados, peso húmedo
 Dolor de peso," Dolor, dolor"
 El dolor deja, deja que la luz
" Luz, ¿está bien? ¿Puedes escuchar las diferencias entre...?", ellos si ahora mismo una vez mas rapido
 mojado mojado, espera espera
 espera espera, bolígrafo bolígrafo
" Dolor, dolor"," Dolor, dolor"
 dejar dejar, luz luz
 deja que la luz ahora venga a, e y aire de alguna manera también son lo mismo ¿cierto?
 Ahora simplemente mueve tu lengua hacia abajo desde tu mandíbula., Este viene de
 recuerda el aire," De nuevo, ¿eh? Esto se detiene aquí."
" Y este aire más rápido, aire.", Así que de nuevo e
" Aire, aire, ¿puedes ver la diferencia?"," Sí, ahora mismo"
 tenemos muy, muy hada
 hada fa, aire aire
 compartido compartido, muy muy
 hada hada, texto
 ¿Dónde dijiste que era? ¿Es esta la calle Barca? Estamos buscando., Para el numero 57 que le voy a decir sera
" Bien, él tiene a tu hermano, así que va a tocar."," Supongo que lo haré. Estoy muy nervioso. No te preocupes, estaremos aquí."
" Hola, hola, me pregunto eh.",Lamento molestarte lo estoy buscando es muy difícil de explicar
 Quizás mi compañero te pueda ayudar David, Es tan bueno verte
 Me avergüenzo mucho de haber sido tan egoísta., Me alegro mucho de que estés bien. He estado muy preocupada.
 rosa esta es mi hermana ann tu hermana, y esta es mi novia rose será mejor que entres david no me ha dicho
 Mucho sobre su familia lo siento mucho, y me siento muy mal por no haberme comunicado contigo simplemente no puedo creerlo.
 buscándote pensando que algo terrible debió haber pasado y aquí estás, ¿Estás jugando a las casitas? ¿Hay alguien que deberías conocer?
 Este es nuestro hijo Sam Sam., Te conozco tía Anne David
 Mi hermano pequeño y mi padre tienen unas preciosas," David, ¿por qué no me hablas de Rose? ¿Por qué no me dijiste que eras padre?"
 Creo que me gustaría saberlo también. Habría venido y te habría ayudado., Es difícil de explicar. Tengo algunos amigos afuera que me ayudaron.
"Me encuentro contigo, creo que necesitas decirnos todo lo que", pasó voy a buscarlos soy tía
" Sarah Steve, este es mi hermano David y su compañero.", rosa y este es mi sobrino sam
" Él tiene buena cara, te conozco, eh, tú.", Compra en tu taburete sí manzanas verdes él siempre quiere verdes
 cebollas eso es cierto buena memoria david, Creo que sería mejor que todos se sentaran.
 ¿Qué pasó? ¿Por qué dejaste de escribir? Comencé mi curso en la universidad pero, Fue muy difícil la informática no es para mí
 ¿Reprobaste tus exámenes? Sí," Decepcioné a todos, solo quería morir."
