pregunta, respuesta
" Sí, esta es mi servilleta, ¿quién podría haber escrito?"," Dios mío, pero pero pero ella estaba aquí."
" y ella era tan tímida esto se está poniendo interesante y es muy lindo, ¿y qué?", voy a hacer ahora no estoy acostumbrado a estas cosas ahora me ha ido bien no es
 aquí tampoco está edward sí has visto mi móvil no," Aquí está, gracias, perdón."
" Yo, ¿por qué me miras así? Nada."," Nada, está bien, tengo que correr."
" Adiós, ella actúa como si nada estuviera pasando."," Todo esto se está poniendo muy interesante. Número uno, soy un..."
estudiante yo sujeto m ser un estudiante ahora puedo ok soy un estudiante soy, un estudiante numero dos yo soy yo soy la forma corta de yo soy yo soy un profesor de ingles yo
 Soy profesora de ingles profesora es el sustantivo ingles vale antes del sustantivo podemos," agrega un adjetivo o tal vez un sustantivo para formar una frase nominal, por lo que un profesor de inglés es un"
 frase nominal un profesor de inglés un inglés," Profesora de inglés Soy profesora de inglés. Recuerdo que era estudiante, pero un profesor de inglés."
 profesor por qué uh an se usa generalmente para un sustantivo singular estudiante profesor singular, Eso significa uno pero generalmente se usa antes de una palabra.
 que comienza con una consonante un sonido consonántico y una, antes de una palabra que comienza con un voto fuera e así que un estudiante un profesor de inglés pero si yo
" No uses inglés, puedo decir que soy profesor, ¿de acuerdo? Pero cuando usas inglés,", Tienes que decir que soy profesora de inglés para el número tres y el número cuatro.
" Él recuerda que va con él, tiene razón, él es un médico, él es un médico, podemos","únelos, ahora es médico, el número cuatro, tiene un corte corto."
 forma de él tiene razón él tiene a mi papá él tiene a mi papá o mi, padre numero cinco y numero seis ella es una buena mujer mujer es la
 sustantivo bueno es el adjetivo una buena mujer es una frase nominal una buena mujer ella es nosotros, ¿Puedes unirlos? Ella es una buena mujer. Recuerda a Wo Woman. Ella tiene una buena...
" Mujer número seis, ella tiene la forma corta de ella tiene razón, ella tiene a mis hermanos.", novia eso significa la novia de mi
 hermano la novia de mis hermanos mis hermanos, novia también es un sustantivo ok mis hermanos th mis hermanos
" Novia, ella tiene la novia número siete y la número ocho de mis hermanos.", Lo recuerdo con e es ella
 libro o puedes decir o puedes vincularlos es ella," El libro número ocho, it'ss, es la forma corta de it is."
 lo correcto es un paraguas es un es un, paraguas recuerda así que aquí um
 la vocal esta fuera entonces tenemos que usar un eh es un paraguas es un paraguas,brella es un paraguas paraguas sabes uh cuando tu
 uh cuando sales y llueve o hace sol tienes que usar un, paraguas es un paraguas uh n y 10
 mi hijo mi hijo está bien una persona entonces un sustantivo singular uno cierto entonces tenemos que, usar con es mi hijo es un
 chico inteligente chico es el sustantivo inteligente es un adjetivo bueno entonces un, chico inteligente es una frase ahora un chico inteligente mi hijo es un tu puedes
 Únelos porque mi hijo es inteligente.," Chico, para el número 10, este, este o este, o tal vez uh, esta mesa, uh, cuando digo"
" Esto lo sabemos todos, eh, esto en esta situación significa tal vez esta mesa, eh, esto", silla pero ya sabes a qué me refiero así que este también es un tema
 Este es un derecho que tenemos que usar con is y podemos vincularlos entre sí.," Esto es, esto es, recuerda, esto es, esto es, esto es nuestro nuevo"
 coche soy un juego de palabras di ok pinchazo soy una persona puntual asi que para hacer el,pregunta ok solo pon m antes de i asi que lo siento mimia persona puntual quiero
 saber si soy una persona puntual soy una persona puntual, persona dos yo soy recuerdo yo soy es la forma corta de yo
" Soy su prima, soy su curin, así que para hacer la pregunta está bien.", soy antes de yo soy su primo soy su primo o tal vez conozco a esta persona pero yo
" No sé si él tiene a mi primo o no, así que tengo que preguntar si soy su primo ahora.", para mi si uso mi i para preguntar entonces esta bien el oyente lo hará
 Responde min si tu eres no tu eres no recuerdas que pregunto, Eres una persona puntual y tienes que preguntar si tienes que hablar conmigo
" Sí lo eres o no lo eres, no es correcto, sí lo eres, puedes vincularlos entre sí y", entonces y juntos simplemente como mostrar sí lo eres o no no lo eres no digas no está bien
 no eres no eres el numero tres y cuatro ella recuerda ella esta con el este ella, es su tia tia eso significa la hermana de tu padre o tu madre tias ella
"¿Es su tía? Está bien, tías, ¿recuerdan? Para los ingleses británicos, la gente dice ar y para...", la gente inglesa americana dice que ella tiene un ex excelente diseñador ella tiene un ella tiene un
" Excelente diseñador, así que si quiero cambiar a la pregunta ahora pongo b", antes del tema entonces ella esta bien ella esta ahi ars ella esta
 Ahí están, ¿O es ella ahora? ¿Es ella una excelente diseñadora? ¿Es ella una excelente diseñadora?
 Diseñador recuerda que para la pregunta de sí no alzamos la voz al final de la, pregunta ok soy yo soy una persona de punción soy su
 prima es ella su ars es ella una excelente, diseñador ahora numero uno no soy enfermera soy sujeto soy b recuerda hay tres
 Las formas de bm no son r y luego una enfermera ahora así que recuerda no depende de ser y," Hasta ahora no soy enfermera, no, no soy enfermera."
" No soy enfermera, no soy o puedes decir no soy, no soy enfermera, número dos, soy", No soy su marido No soy su marido No digas
 ella esta bien su marido yo no soy su marido o puedo decir,Yo no soy su marido ella no es una mujer perezosa ella no lo es ella no lo es o puedes
 Di que no es una mujer perezosa o que no es una perezosa, mujer para el numero cuatro ella no es la recepcionista recepcionista es una persona
 cuyo trabajo es dar la bienvenida a los huéspedes o clientes o tienen que responder a las preguntas," Teléfono, tal vez en un hotel o en un edificio."
 recepcionista recepcionista el no es nuestro, colega el sujeto es b no y nuestro colega
 ahora no es nuestro colega o puedes vincularlos entre sí no," Nuestro colega, colega es la persona con la que trabajas. Uh, mucha gente suele..."
 Pronunciar college no not college college o universidad los lugares donde estudias, Aquí colega una persona así que recuerda la universidad con ge al final de la universidad o
 cambia pero gu e al final pronunciamos g así colag colega, texto
" Recibes una llamada. Hola, Jack, está en casa. No, todavía no ha llegado. He estado esperando.", para ella creo que ha estado más de una hora
" Compras, ¿qué te pasa? No mires demasiado.",Bueno nada realmente hola
 Oper no me mientas te conozco desde hace 10 años, Años escucha jack ii realmente no quiero hablar de eso
" Está bien, no, no está bien. Tenemos que hablar sobre el tema.", situación y aclarar el ambiente de una vez por todas he estado pensando en nosotros un
 He estado pensando mucho en ello y no he podido dormir bien.," Noches, ¿en qué has estado pensando, Jack?"
" Nos vamos a Japón, ya te lo dije antes y te lo diré."," Tú otra vez, Sharon, es una locura que no puedas irte ahora cuando nosotros..."
" sabes cómo nos sentimos, jack, te estás repitiendo", Así es y seguiré repitiéndolo.
 hasta que aceptes la verdad," Estamos hechos el uno para el otro, basta, eres vergonzoso."
 Yo Sharon escucha no he dejado de amar," Tú y yo sabemos que sientes lo mismo por mí, eso es lo que dije: basta y lo dije en serio."
" Parece que me hiciste llorar y de todos modos, ¿cómo se sienten nuestros pies?", cambiar algo ¿cómo cambian algo?
"Ellos cambian todo, debes decirle a Peter.", Inmediatamente sobre todo dile que no lo harás.
" Vete, estoy tan feliz de saber que sentías lo mismo por mí."," Hola, ¿hay alguien ahí? Dios mío, sí."
" Peter, él no puede verme así, mantén la calma, tal vez sea hora de que se lo digamos.", Todo Jack
" Sharon, ¿qué estás haciendo aquí? Te he estado buscando durante medio año.", hora oye que pasa has estado llorando
" ¿Me vas a explicar qué pasa o no? Peter, escucha, cálmate.", No me voy a calmar quiero respuestas y las quiero ya que esta pasando
" Aquí, eso es lo que me gustaría saber. Jack y Sharon han estado aquí durante cuánto tiempo.", Sabe cuánto tiempo y quién sabe qué han estado
" Hola Jack, es hora de que me digas qué pasa. Estoy", Me voy a enojar mucho si no consigo algo
 respuestas ok deja de para te estas comportando como un nino," Niños, vengan Jack, dejemos a Peter y Sharon."
 Solo ellos necesitan hablar y nosotros necesitamos ir.,"De compras, ¿qué pasa, Shanon?"
" Peter, tengo que decirte algo que nunca te he dicho."," Antes de conocer a Jack, hacía mucho tiempo que íbamos a la misma universidad."
" Juntos y bueno, una vez estuvimos comprometidos."," ¿Qué? Por eso Jack vino a vivir aquí. Has estado viendo a otros, no."
" No conoces a Peter, te juro que es verdad, nos encontramos con él aquí por casualidad."," Ocurrió por casualidad, por casualidad. Es un golpe extraño."
 Suerte suficiente para traer de vuelta a algún viejo apasionado, Sentimientos ¿Cuánto tiempo lleva sucediendo esto?
 Sharon no ha pasado nada entre Jack y, Yo incluso si todavía tengo algunos sentimientos por
" Él después de todo, Peter, me has estado descuidando por", meses lo único que te importa es tu
 trabajas vives comes y bebes teatro y nada mas entonces estas diciendo esto es mi," No es culpa de nadie, es solo que queremos algo diferente."
 Cosas de la vida en este momento he tenido dos entrevistas con el,director del museo de arqueología quieren abrir un museo de arte
 exposición y me han ofrecido trabajo ¿entiendes?," Peter, significa un trabajo que realmente me encantaría. ¿A qué te refieres?"
" Sharon, ¿te quedarías aquí y no irías a Japón si te preguntara qué tipo de..."," La pregunta es esa, respóndeme peter, es así"
" Importante, acepté el trabajo sin preguntarme cómo pudiste y me lo preguntaste."," ¿Me contaste sobre Japón, Peter?"
 ¿Eh? ¿Estás dispuesto a quedarte aquí conmigo? Yo... yo no puedo.," Sharon, esta es mi gran oportunidad. Ya ves, Peter, yo soy..."
 cierto nada es más importante para ti que tu, éxito así que somos solo tú y yo ¿no es así?
" Bueno, en realidad soy solo yo. ¿Todavía estás sola?"," No estoy enojado, solo estaba bromeando."
 Por supuesto que será difícil olvidar a un hombre como tú. Solo me estás tomando el pelo., Ahora no eres tú y yo quería decir
 Si hubiera sido un momento diferente en mi vida o si," No había Sharon, tal vez nosotros"
 ¿Lo haríamos o más bien tal vez lo haríamos?,"Podría haber demasiados ""si"", de todos modos, estoy feliz por los dos."
 y sharon," De verdad sabes que adoro las historias de amor con finales felices, oye, no te apresures."
" Conclusiones Sharon acaba de dejar a Peter, está bien, deja que las cosas sigan su curso natural."," Por supuesto que sabes, como diría Alicia, si estuviera aquí realmente la extraño."
 locura y sus chistes la casa ya no es la misma," Sin ella, eso es verdad, ella siempre tuvo algo que hacer."
 digo que extraño a muchos," Cosas como Peter, incluso extraño sus ejercicios de canto, pero eran horribles."
" Conozco nuestros pobres oídos, pero yo estaba acostumbrado a..."," Por cierto, ¿cómo resultaron las cosas al final entre ustedes?"
 Dos bastante bien bueno nosotros tuvimos una larga charla, y él entendió que realmente no era mi culpa que fuera
" Inevitablemente, Peter estaba demasiado ocupado con su carrera como para notar las necesidades de Sharon.", y deseos digamos que me aproveché
 De su situación diría, Así que nunca has conocido ni perdido una oportunidad como esa en tu vida.
"Tú ya es tarde, tengo que hacerlo."," Vamos, llego tarde como siempre, por cierto, Sharon y yo nos vamos."
 ¿Te gustaría ver una película esta noche?," Ven, gracias por la invitación, Jack. Pero preferiría quedarme."
" De todos modos, en casa, un posible nuevo compañero de piso va a venir a echar un vistazo al apartamento."," Y bueno, su nombre es Nick. Bueno, en realidad tengo que conseguirlo."
" Las cosas están ordenadas, así es la limpieza.", piedad eh no trabajes demasiado duro
 Quizás Nick sea menos ordenado que Alice., y me puse junto no perdí la batalla con ustedes dos pero
 Es hora de poner fin a todo este caos. Le preguntaré todo lo que esté en mi poder., preguntas y pero si tengo la sensación de que no le gusta limpiar no lo dejaré
" En la puerta, hola Sharon.", ¿Podría hablar contigo un momento? Seguro
" Peter, te estoy escuchando, sabes que pensé mucho en...", Lo que me dijiste
" Bueno, tengo que admitir que tienes razón, no he estado pagando mucho.", atencion a ti no me enojare si no quieres
Quédate conmigo, Peter no te preocupes por mí solo espero tu
" El musical es tu gran oportunidad, ¿no es así? Si no estuvieras tan comprometido, ¿no?", No sería el hombre indicado para el trabajo ahora.
" Tú eres una estrella, ¿verdad? Sí, yo...", Sé que no es fácil imaginar Japón sin él.
 Para mí tampoco será fácil pero estoy segura que es lo correcto, decisión para ambos espero que así sea si yo fuera rico y famoso ya lo haría
" Te mando mi jet privado para que puedas visitarme los fines de semana, sí.", cierto solo la gasolina te costaría una fortuna a quién le importa yo estaría bien
 rico así que mientras espero que traigas tu," deja tu carrera y hazte rico, tal vez pueda visitarte con"
 pero si eres famoso te olvidarás de todo, Yo dejaría que se te subiera a la cabeza y no tendría tiempo para ocuparme de ello.
 Yo no podía seguir el ritmo de todas esas hermosas jóvenes., actrices como pude olvidarte sharon por el
 ¿Te importaría que te tome esa hermosa foto?,junto a japon conmigo el que esta colgado en la sala
" Habitación, me ayudará cuando te extrañe, especialmente en el", comienzo del curso peter toma
" Estaré encantado de dártelo, gracias. Bueno, tengo que continuar.", Empacando una última cosa por si nos encontráramos en unos días.
 Años en dos apartamentos cerca uno del otro tú con tu nuevo," Novio, ¿podrías fingir que no me conoces como lo hiciste conmigo?"
" Jack, ¿por qué me preguntas que no lo sé?"," Tengo curiosidad, supongo que sería divertido encontrarte en otro lugar y pasar un rato agradable."
 secreto entre nosotros dos," Está bien, Sharon, te acordaste de comprar la cerveza, ¿verdad? Por supuesto que lo hice y tú..."
" Conseguí hornear el pastel todavía no, lo voy a hornear esto"," Por la tarde todavía necesito conseguir algo de chocolate. De hecho, Jack se ofreció a conseguirlo."
" Algunos para mí, prometió traer algunos antes del almuerzo, lo siento, pero no puedo ayudarte.", Con el pastel tengo que llevar a algún turista a visitar la galería de cintas.
"No te preocupes por eso, tendré a Jack para ayudarme. Decidió quedarse en casa hoy."," Dame una mano, pero no olvides decirle a Tom David."
" María y todos los demás no se preocupen, Peter dijo que se ocuparía de eso, estoy seguro.", Ya se ha puesto en contacto con todo el mundo por
" Teléfono genial, todo va como estaba previsto, no olvides comprar el", presente no te preocupes que tal conseguir un libro de astrología derrama amor eso
 Absolutamente le encanta leer ese tipo de cosas., libros espero poder conseguirlos antes de ir a trabajar por cierto ¿has oído algo?
" Del señor Dubois, bueno, me dijo que esperaba venir pero no pudo confirmarlo."," Pero ya sabes cómo es estar tan ocupado y todo lo que es, es difícil para él."
 Da una respuesta definitiva de una forma u otra. Me imagino siendo director de escena., Es difícil que Alice esté muy feliz si él
 viene sí ella vendrá de todos modos mamás la palabra si dices, cualquier cosa no será una sorpresa hola a todos ¿qué están haciendo?
Nada importante casi lo olvido feliz," Cumpleaños Alice, entonces, ¿qué has planeado hacer esta noche? Bueno, lo he considerado."
" Celebrando con ustedes, quiero decir, si quieren, lo siento mucho, pero bueno.", Jack ha quedado con sus colegas para cenar fuera esta noche y no puede.
" Déjalo ahora y bueno, acepté corregir algunos", informes veo ¿qué pasa contigo sharon? lo siento muchísimo pero acepté ir
 Al teatro con Peter y no terminará de ensayar antes de la medianoche., pero pero pensé que sabía que prometimos tener una fiesta pero ¿por qué no la posponemos?
" Es que hoy en día no es posible, qué pena que no pueda soportar la idea de estar...", completamente sola en mi cumpleaños hola hay alguien
" Inicio, eso es, me olvidé de que todos están ocupados."," Esta noche, qué pena, me molesta tener que pasar mi cumpleaños todo el día."
" Solo, hola, ¿qué pasa aquí?", sorpresa feliz cumpleaños a la juventud feliz cumpleaños a
 Feliz cumpleaños querida alicia feliz cumpleaños a ti,"Tú, estoy tan feliz que no esperaba encontrar a nadie."
" Aquí pensé que tenía que pasar mi cumpleaños completamente sola, ¿de verdad?"," Creo que nos olvidaríamos de celebrar tu cumpleaños, bueno, sí, juegas una mala pasada."
" en mí y caíste en la trampa. Vamos, todos, un brindis por..."," Alice espera, espera antes de que hagamos un brindis."
 tenemos otra sorpresa otra, sorpresa papi buenas noches mi nombre es nick como estas
" ¿Cómo haces? ¿Cómo te pones mi apodo? Es un placer conocerte, un placer."," Es todo mío así que este es el apartamento, es muy"
 Hermoso y tan limpio y ordenado me encanta, limpieza yo diría incluso que soy un maniático de
 limpiando muy bien si mis amigos me dan un mal momento dicen que soy la, mami del grupo es que asi dicen mis amigos lo mismo
 cosa sobre mí bueno hay otra cosa y," Para decirte la verdad es un poco vergonzoso, tengo otro hobby que..."
" Adoro lo que sería eso, bueno, simplemente","Adoro cocinar, de hecho, ¿podría echarle un vistazo?"
 la cocina estas bien, ¿Y cómo es la cocina? ¿Crees que podrías enseñarme?
 la cocina um yo soy," Lo siento, es solo eso"
" Bueno, me encanta cocinar fantástico, de esa manera podemos experimentar y"," Probar nuevos platos juntos. Bueno, ¿dónde está? En la cocina."
 esta en," Allí estaba el gran espacio, bien iluminado y ordenado, tal como yo."
" Me gusta, tengo que confesar que la cocina es clave para saber si voy a vivir o no."," ¿Estás aquí o no? Bueno, Nick, ¿estás aquí?"
 satisfecho quiero decir con el apartamento si es muy lindo me gusta mucho no, solo el apartamento gracias
" Tú, eh, entonces, ¿cuándo te gustaría mudarte? Bueno,"," Si está bien, me mudaré esta noche. Solo necesito algo de tiempo para recoger mis cosas."
" Eso es genial, bueno, cocinaré algo de cenar mientras recoges tus cosas y"," Entonces puedes decirme lo que piensas, estoy seguro de que no soy tan buen cocinero como tú."
" No estoy tan seguro, iré a buscar mis cosas, trataré de apurarme y luego podré darlas.","Eres una mano, sabes lo que creo que somos."
 vamos a llevarnos bien ¿estás listo para hacerlo?," Pida sí, tomaré sopa de pollo y pescado a la parrilla, por favor recuerde el"
 estructura si o puedes decir tendré algo y luego," Por favor, seguro, algo para beber, hielo, por favor, ok, por favor, recuerda."
" para ser educado, ¿qué tal el postre? Hoy no, gracias. Entonces, si eres el mesero o..."," Camarero o camarera, primero tienes que recordar la estructura. ¿Estás listo para...?"
 Ordene si el cliente dice la comida que le gustaría comer y lo hizo.," Simplemente dices que sí, está bien y luego continúas con lo que quieras."
" beber y luego está bien ¿qué tal el postre? hola, ¿qué puedo ofrecerte hoy?"," Puedes decir, ¿qué puedo ofrecerte hoy? Déjame ver, déjame pensar por un momento."
 Un poquito me gustaría que pudieras usar lo tengo o me gusta me gustaría que sea, educado me gusta como ensalada por favor esta bien esta bien ya veo esta bien como ensalada yo
 Sólo quiero asegurarme de que lo que escucho es...,corrige como es la ensalada de espaguetis picante que quieres
" Pregunte por la comida de la que no está seguro, ¿eso es picante? ¿Eh, picante?"," Cosas saladas, agrias y amargas como esas. Sí, hace bastante calor. Hace bastante calor. Aquí hace mucho calor."
 significa bretty picante eso significa bastante eso significa que significa que es bastante, picante creo que tomaré bistec con papas fritas entonces o entonces o así creo que tomaré
 Bistec con patatas fritas y un vaso de un vaso y un vaso, de jugo por favor un vaso recuerda gl vaso vaso
 de un vaso de jugo jugo por favor seguro recuerda seguro cualquier cosa para, postre uh perdón cualquier cosa de postre cualquier cosa de postre la manzana
 El pastel está excelente ahora, gracias e
 como yo ooh, para pie
 o puerto, una olla
 er ht uh choza, barra r
 una prohibición de este e ben ben este uh sobre, acerca del pensamiento
 pensé z aunque, Aunque f hada
 hada v muy muy s sorbo, sorbo z zip zip
 moda sh, visión de la moda
 La visión está bien, ppp este b
BBT a, para hacer hacer podría
 Podría ser bueno bueno este ch ch elección elección j unirse unirse jugar con qué frecuencia, ¿Practicas algún deporte? ¿Me puedes decir tu nombre?
 Por favor mucho mi hermana tiene mucho, tses plastico pon esta silla de plastico en el
 cocina explica ¿puedes explicar cómo funciona de manera sencilla? tu respuesta es simplemente incorrecta, empleador ella tiene un excelente empleador para
 Completar ha completado con éxito su, Solicitud de misión Recibimos su solicitud hace una semana
 hace tiempo gente cuantas personas hay en este, texto
 Y hay un telegrama para ti y para mí., Me pregunto de quién es.
" Italia, vamos, dime de quién es, sabes que me muero de curiosidad."," De mi hermana Kimberly dice que viene a visitarme y bueno, ella tiene"
 llegando el jueves hoy es jueves ok dios mio es, ¿Qué es lo que ahora tengo que poner en orden y y y y hacer las compras y el
"La casa necesita una buena limpieza, así que bajemos el ritmo y calmémonos y ya lo tenemos.", tiempo entonces quien es mayor tu o tu hermana yo soy y son similares o diferentes
" Bueno, somos bastante diferentes. Ella es más baja que yo y...", y ella tiene ojos azules
" Oye, ¿de qué estás hablando? ¿De tu hermana Kimberly? Ella llegará este año."," Buenas tardes, no puedo esperar para conocerla. ¿Es tan linda como tú? ¿Y deja de serlo?"
" Tonto Jack, eres el bromista más grande que conozco. Tengo que irme ahora, recuerda."," No dejes la casa desordenada, es en lo único que piensa cuando"
" Alguien viene a limpiar, aspirar, ordenar y quitar el polvo ¿Crees que?"," Kimberly es peor que Anne, si es así, vamos a tener mucho"
 trabajo para hacer eso es correcto dos hermanas significa el doble," Hola, trabajo y debes estarlo."
" Kimberly, es un placer. Soy Jack. Hola, Jack Ann me ha contado mucho sobre ti."," Hola, soy Ellis y vives en Roma. ¿Cómo es la vida en Bella Italia?"
"Mi padre me crió en Estados Unidos, pero Italia es el país más fascinante."," país del mundo en lo que a mí respecta, su historia, su arte y su"
" Por supuesto, la mejor comida del mundo. ¿Qué más se puede pedir?"," Por supuesto que los italianos son las personas más agradables del mundo, tienes toda la razón."
" Solo mírame, soy originario de Bolonia, que es"," Una de las mejores ciudades del mundo en cuanto a comer bien, conozco Bolonia."
" Bueno, es una ciudad hermosa, aunque prefiero Roma, Roma es mucho más grande y más", Emocionante. ¿Cómo se compara Londres con Londres? Londres no es tan malo aparte de...
 El clima es ciertamente mucho más frío que en Italia y los británicos están bien.," ¿Debería decir esto? Son menos inteligentes que los italianos. Ten cuidado, Jack."
" Mira lo que dices, sí, ya sabes, Kimberly y yo somos británicos. Bueno, yo lo soy."," Más británico que ella, tienes razón, bueno, estaba hablando de los hombres británicos."
"Por supuesto Kimberly, estos son Peter y Sharon, viven en el apartamento.", al lado es un placer conocerte asi que kimberly nos dijo que estas
" Asistiendo a la escuela de arte en Roma, sabía que quería estudiar arte cuando era pequeña."," Chica, pero al final decidí estudiar arqueología."
" Interesante, Peter, ¿qué haces? Soy actor y canto un poco."," Estoy actuando en un musical en este momento, qué gran carrera, sí, pero ciertamente es menos."
" Es más estresante que el trabajo de Jack, él trabaja mucho más duro que Peter.", pero en realidad él tiene a la persona más trabajadora de la casa y yo soy la persona
 Eso es lo más divertido hablando de diversión ¿qué haremos esta noche?," Me encanta salir, ha pasado tanto tiempo desde la última vez que vine a Londres. Bueno, ¿por qué no vamos?"
 Al cine vamos que aburrido porque no hacemos algo," Más emocionante no sé, podríamos ir al pub y comer algo y"
Después de eso ¿por qué no vamos a una discoteca? Vaya sorpresa que se han llevado ustedes dos., completamente diferente ya terminaste alicia no
" Jack, no he terminado de ducharme. ¿Podrías pedirle a Anne que entre?", aquí por favor ella acaba de irse vamos te lo estoy suplicando alice estoy
 tarde ok ok ya terminé cálmate los baños son todos tuyos por fin tienes, Estuvo allí más de una hora
" Sí, sí, este es Jack. No, no he visto a John desde entonces.", Ayer por qué el informe eh
" Sí, no, aún no lo he terminado. Sí, sí, lo sé."," De todos modos, es importante. Ya he empezado a escribirlo. Sí, sí, te lo enviaré."
" Tan pronto como esté terminado, disculpe", escucha te llamo luego esta bien alicia si no abres esta puerta
" Voy a derribarlo, en realidad es Kimberly, acabo de..."," Entra, ¿está todo bien? Jack, sí, no, he estado esperando para usar el baño."
 Por más de una hora debo llegar a la," Oficina, está bien, Jack, es todo tuyo, lo usaré."
"Al baño más tarde. Gracias, Kimberly. Es muy amable de tu parte."," Lo siento, hola Jack, ¿has visto mi reloj? Probablemente lo dejé ahí."
" Ahí tienes, ¿se te olvidó algo más? Estamos bastante nerviosos.", hoy no estamos adiós tengo que irme oye jack espera jack tu estas
 móvil ya se fue entonces que haces hoy," Kimbery, ¿alguna vez has estado en el mercado de Portella? No, nunca he estado allí."
" Te gusta venir y curiosear por el stand. Sí, han pasado meses desde entonces.", La última vez que visité un mercado de pulgas fue... hola.
" Jack, ¿qué te pasa? Te ves horrible, soy un desastre.", y perdí mi móvil no alice me dijo que lo olvidaste
" Cuando saliste del apartamento esta mañana, ahí es donde lo miré.", En todas partes debo admitir que he estado un poco distraído.
" Últimamente creo que necesito descansar un poco, ya sabes que no he tenido vacaciones.", ya que me transfirieron a londres ok bueno relajate un poco ahora kimberly esta
mostrándome algunas fotos de una fiesta que tuvieron en la universidad el mes pasado nunca había visto," He visto fotos tan divertidas. Oye, esta es una foto de la facultad de"
" Economía. He estado allí para un seminario. ¿Cuándo asististe a ese seminario? Bueno, yo..."," Sólo estuve allí durante 4 días, pero fue realmente..."
" Interesante, hola chicos. Acabo de hablar por teléfono con Peter y quiere saber."," Pueden venir en un momento, él quiere que convenzamos a Sharon de mudarse a Japón con nosotros."
" Él todavía no ha decidido si quiere ir a Japón, es un gran país."," ¿Alguna vez has estado allí? No, y para decirte la verdad, no estoy realmente interesado en..."
" ¿Por qué dices eso, Jack? Tienes razón, Kimberly, Japón es fascinante.", País en el que no he estado desde entonces.
 1995 quién sabe qué ha cambiado desde entonces ¿te importa si voy a mi," La habitación de hoy estuvo horrible, estoy muerta de cansancio y no he tenido nada que hacer."
 come por favor dile a sharon y peter por favor dale a sharon peter mi, saludos
Realmente no estoy de humor para charlar sobre esto., Buenas noches
" Buenos días, Alice, estoy en casa. Acabo de conocer al cartero y este paquete es para ella."," No, ella no tiene ahora mi qué grande"
" Paquete, tenga cuidado, creo que contiene material frágil.", objetos oye peter sabes si contiene un juego de platos de porcelana que
" Ella ganó con los puntos de bonificación de las galletas dulces. Bueno, eso creo, al menos eso es."," De donde viene el paquete Muy bien Alice, me tengo que ir ahora, nos vemos luego."
 Estará tan feliz que lo ha estado esperando durante mucho tiempo., Adios hola y este es
" Alice, tengo buenas noticias para ti. Tu juego de porcelana china tiene...", llegaron son hermosas no las abrí
" Lo siento y no pude resistirme, no, y estoy tan..."," Lo siento, se rompió, ¿de acuerdo?"
" Está bien, no me está permitido tocar más platos."," Bien, lo siento mucho"
" Adiós Jack, ten cuidado, no toques nada. Este paquete contiene un juego de",porcelana china espero que no haya roto nada ya rompí una
 plato y adivina quién me escuchó romperlo y, a mi no me di cuenta de nada deberias mirar donde estas
 vamos me voy me siento que vamos a hacer bueno vamos," Prepárate para que Anne pierda los estribos. Quién sabe, tal vez nos perdone."
" Ella no puede enojarse tanto, son solo platos, recuerda que no podemos cocinar si Ann", se enoja bueno tengo que aprender a cocinar eso
" Es cierto, tengo una idea. Vamos a buscar algo."," restaurante local de comida para llevar, entonces podemos fingir que cocinamos"
" En la cena, ella podría estar feliz y olvidarse de esos platos, esa es una gran idea."," Vamos, hola, ¿qué es eso que tienes en la mano? Hola."
" Todos escuchen, necesitamos algunas reglas en esto.", Vivir en casa juntos significa obedecer algunas reglas. He escrito esta lista de reglas de la casa.
 reglas que toda persona que pase tiempo en esta casa debe cumplir, Sigue: nadie puede salir de esta sala hasta que lea y memorice.
"Estas reglas son un mal día, ¿eh? Ella tiene razón."," Jack, de todos modos, ¿qué pasa con estas reglas de la casa primero?"
" De todos modos, no me llames querido ahora."," Escucha, regla número uno: nunca debes, y subrayo, nunca."
 abre mi post regla numero dos de ahora en adelante limpia, la casa al menos una vez a la semana regla numero
 tres tenemos que turnarnos para lavar la ropa regla numero cuatro esta bien," Ok, entendemos que debes serlo."
 enojado bueno si jack estoy muy muy enojado estaba realmente esperando conseguir, Ese juego de platos chinos me permitió ahorrar puntos extra durante un año comiendo la misma estupidez.
" Galletas que para tu información ya no soporto más, simplemente seguí comiendo", y comprándolos para conseguir el juego de porcelana china todo por nada
 Por favor perdónanos y dinos a dónde ir y bueno.," Te compro un juego nuevo, bueno, eso no es posible, fueron hechos a mano en"
" Shangai y cuestan una fortuna, está bien, haremos lo posible para compensarlo.","De alguna manera, siéntate ahora. Debes estar exhausto. Jack y yo preparamos la cena para..."
 Tú no tienes que hacer nada de lo que pensamos., Todo realmente lo que me preparaste de cenar sí
 Y era lo mínimo que podíamos hacer.," Bueno, está bien, los perdonaré esta vez, pero les advierto a ambos que quiero más."
 disciplina en esta casa no puedes hacer todo lo que quieras, Es hora de que necesitemos algunas reglas. No pongas los ojos en blanco mientras estoy...
 hablando contigo esta bien esta bien tienes razon las reglas son, importante pero también es importante reír un poco
 Jaja ..., conector de tv un momento ya casi esta terminado disculpe
 a mí," Entonces, ¿qué estabas viendo que era tan interesante?"
 Fue un documental sumamente interesante sobre Picasso., La vida allí tenía muchos detalles sobre algunos de sus hábitos más extraños. ¿Sabías que?
" que picasso prefería pintar mujeres con cuatro ojos no, no tenía idea y eso",Tenía muchos tipos diferentes de perros y solía regalarles solo perros a sus amigos.
